text,labels
what do you think about a state income tax,1
and is,1
"I want to add, we need to pause and think",1
sure Sure,0
is it really yeah,0
i see,0
uh diesel engines are uh the worst,0
"Actually, you might be mistaken here",1
I don’t think that’s how it works this that to,1
huh Great,0
whereas in this country where everyone respects the closed doors very much if you go,1
um it was,0
sure Interesting,0
and once they get the foundation poured then they they apply tension to that iron,1
huh Sounds good,0
yeah we sort of different,0
hmm You bet,0
uh I know,0
i don't know what it is precisely but uh they're doing they do something,1
oh uh-huh,0
that was even harder actually because it was you know it was just a change,1
uh Sounds good,0
I don’t think that’s how it works how decision resolve,1
indeed I see,0
sounds good.,0
"Just a second, can I add something quickly maybe that",1
oh okay,0
yeah [noise] oh,0
that's about it i guess,1
hmm Uh yeah,0
"Actually, I have a different opinion on that before maybe",1
right that's about what they say about the the air pollution in this country,1
huh Yeah,0
"Just a second, can I add something quickly and resolve",1
and they just find places to camp and go looking for rocks and,1
So true,0
exactly.,0
sounds good.,0
oh.,0
"I think it's important to note, you’re ignoring some facts",1
"Wait, I just thought of something related to this and",1
yeah.,0
"Wait, I just thought of something related to this decision",1
totally Totally,0
okay.,0
yeah right the,0
sure You're right,0
right.,0
um-hum [noise],0
i i'm more worried about the ozone than i am anything else i i i,1
wow Okay,0
right.,0
I got you.,0
"Sorry to cut you off, we’ve already discussed that",1
go on.,0
sounds good.,0
"Sorry, but I have to disagree with that point this",1
"I disagree because, that’s not how I see it",1
[laughter] yeah,0
i bet that would be rather interesting uh,0
hm.,0
exactly exactly,0
"Wait, I just thought of something related to this decision",1
"Just a second, can I add something quickly a to",1
"I have to interrupt, we’re missing the key part",1
hmm Of course,0
you know it's just you see garbage pans i mean pails just filled and we,1
totally I got you,0
I see.,0
yes.,0
uh the induction ports and and etcetera etcetera whatever needed to be changed over,1
KLIF anyway it's on from seven to nine or something and and and people call,1
um-hum um-hum,0
sure.,0
"In my opinion, you’re ignoring some facts",1
true Great,0
oh yeah that's interesting,0
right uh is yours a is it a a slab foundation or pier and beam,1
exactly.,0
I got you.,0
"Just a second, can I add something quickly that the",1
but you know i don't think that that would stop people i mean it's like,1
oh yeah a little bit [laughter],0
[laughter] yeah uh but,0
yeah i'm in North Carolina,0
that's true,1
totally Exactly,0
and take it easy now good night,1
uh yeah um-hum,0
Yeah,0
um-hum um-hum,0
"I want to add, there's more to it",1
we've yeah we've had uh,0
right.,0
my gosh it's okay for to doing it this way but if you turn around,1
"Sorry to cut you off, you might be mistaken here",1
[noise] right,0
ah.,0
"Wait, I just thought of something related to this think",1
true Alright then,0
ah.,0
got it.,0
yeah well they're um you know they're like Ber[muda]- yeah they're like black corduroy Ber[muda]-,1
you know with the beard and all that stuff i mean it's uh,1
hmm You bet,0
definitely [laughter],0
"Wait a second, we’re missing the key part",1
oh.,0
What if we consider it from another angle think way,1
wow Alright,0
and they tried flushing it out they they couldn't get rid of it,1
[noise] um-hum,0
uh have been uh,0
we've got a thing in this country you can have your phone number unlisted,1
yeah would that we could [laughter],0
yeah well it's a little tough,0
and uh,0
mhm.,0
indeed Got it,0
"Before you go on, we need to pause and think",1
right right,0
yes.,0
definitely For sure,0
"Hold on, we’ve already discussed that",1
huh You bet,0
indeed Yeah,0
indeed Good point,0
got it.,0
I don’t think that’s how it works making a about,1
right.,0
I don’t think that’s how it works should resolve this,1
alright.,0
wow Totally,0
heard a lot about Richardson being a good area and the homes there being really,1
yeah i think what we n[eed]- what uh the government the state government needs to,1
uh-huh.,0
sounds good.,0
"Wait, I just thought of something related to this think",1
no kidding it really is,1
"Just a second, can I add something quickly before way",1
totally Oh wow,0
uh Fair enough,0
i saw an article in the pap[er]-,1
yeah it's a it's a hard decision to make,0
yeah yeah well really it uh,0
right i mean you know,0
What if we consider it from another angle making because,1
oh boy [laughter],0
hmm No doubt,0
do you,1
totally Fair enough,0
yeah yeah,0
oh.,0
Let me interrupt you there and clarify one thing way,1
"Before you go on, we’ve already discussed that",1
hmm Okay,0
i think they prey on people's um,1
yes.,0
sure You're right,0
hmm Exactly,0
"Sorry, but I have to disagree with that point decision",1
I don’t think that’s how it works about we we,1
sounds good.,0
well that's good,1
"Just a second, can I add something quickly to another",1
and uh i just drove by there this morning and it still looks just as,1
oh.,0
May I interrupt for a moment to respond to that,1
and you tell me that guy passed a pollution [laughter-test] [laughter-you] [laughter-know],1
[noise] not formally,1
i'm not really into this going and sitting in a tent for a few days,1
"right, You're",0
"Actually, I have a different opinion on that it about",1
uh-huh um-hum,0
"I disagree because, it happened differently",1
exactly.,0
May I interrupt for a moment to respond to that,1
sure Uh yeah,0
uh [laughter-where's] [laughter-that] [laughter],0
Let me interrupt you there and clarify one thing should,1
you know,0
[laughter] that's the hard part right,0
indeed Cool,0
oh uh-huh,0
the blue flu yeah,0
hmm I know,0
yeah that's true living in an apartment complex though you know you can't um you,1
that is nice,1
"Wait, I just thought of something related to this this",1
he said now we do have bottled water we supply to our guests but unfortunately,1
and uh,0
Yeah yeah,0
i'm just wondering about the feasibility of electric cars,1
we we don't we we we choose not to deal with the extended family because,1
uh this is air side a[llow]- allow to have certain emissions up to a certain,1
you know,0
I see.,0
totally Of course,0
"Sorry, but I have to disagree with that point another",1
oh okay,0
"Hold on, let me jump in for a second it",1
totally.,0
I think what you're saying is not entirely correct because,1
that he,1
"I disagree because, we need to pause and think",1
uh it's a miniature,0
you know,0
uh-huh that's right,0
plus i bet it cuts [vocalized-noise] cuts down on your absenteeism because_1 you've got two,1
"Sorry, but I have to disagree with that point think",1
yes yes yes,0
exactly.,0
"Hold on, let me jump in for a second another",1
uh-huh <b_aside> you got paper under your table <e_aside>,0
w[ell]- well did you ever see what happens when they uh replace the or replenish,1
hmm Sure,0
wow Of course,0
oh how awful,1
sure No doubt,0
uh Yeah,0
go on.,0
"Before you go on, you’re ignoring some facts",1
I got you.,0
wow Yeah,0
Of course,0
What if we consider it from another angle this think,1
um so there's not i mean doors don't have latches on them people don't tend,1
but on the other hand you know i i've,1
mm-hm.,0
oh yeah,0
oh.,0
[vocalized-noise] a sick animal and uh,0
I think what you're saying is not entirely correct because,1
indeed Sure,0
yeah i'll second that,0
sure Got it,0
you know,0
true Fair enough,0
oh yes yes,0
okay.,0
"Sorry to cut you off, I heard something else",1
oh yeah,0
totally You're right,0
true Of course,0
uh-huh.,0
totally Uh-huh,0
hmm Cool,0
lots and lots of people before they get it,1
okay.,0
I don’t think that’s how it works to it because,1
oh i do i really do i think it's great,1
uh this is my eleventh year,0
[laughter] jeez [laughter],1
yeah so,0
Let me interrupt you there and clarify one thing making,1
I think what you're saying is not entirely correct because,1
exactly.,0
"Just a second, can I add something quickly another from",1
totally Uh-huh,0
uh-huh uh-huh,0
got it.,0
especially where they've had uh extended family and i and an[d]- i i kind of,1
uh Sounds good,0
Let me interrupt you there and clarify one thing the,1
"Actually, I have a different opinion on that about that",1
well we uh when we graduated from school in Houston uh my husband w[ent]- went,1
but like in Garland [noise] you can choose the school that you're going to [noise],1
got it.,0
that's right that's right,0
alright.,0
so yeah,0
"Wait, I just thought of something related to this about",1
that's right [laughter],0
"Hold on, let me jump in for a second the",1
uh Right,0
yeah [noise],0
totally.,0
so yeah i do i really feel that that's uh an invasion of my privacy,1
the petting farm yeah,0
like a barn yeah,0
and uh,0
do you work like half days or half weeks or,1
I got you.,0
indeed I hear you,0
okay.,0
Let me interrupt you there and clarify one thing decision,1
[laughter] um,0
me too [laughter],0
ah.,0
Let me interrupt you there and clarify one thing from,1
oh [laughter-yeah],0
that's right,0
"Before you go on, I heard something else",1
yeah but uh well our house and i'm not sure how all of the b[uilders]-,1
alright.,0
"Wait, I just thought of something related to this think",1
actually no um,1
i think we're gonna s[ee]-,1
oh i see,0
oh me neither me neither th[e]- the -[mo]squitoes just keep you up all night,1
and i don't know i just um i just don't particularly care for that at,1
but i consider invasion of my privacy,1
oh.,0
ah.,0
yeah there's a lot of crazies out there that can just go in and buy,1
or a lot of women i know now and my uh one of my supervisors,1
at any rate uh,0
and uh,0
"Oh, I hear you",0
wow Alright then,0
and therefore you won't be able to just pull in anywhere to or you wouldn't,1
"Hold on, you’re ignoring some facts",1
I got you.,0
Uh yeah,0
huh That's right,0
and i just have a feeling that that you know that's our s[crubbing]- that's our,1
May I interrupt for a moment to respond to that,1
hmm I agree,0
sounds good.,0
I got you.,0
"Wait, I just thought of something related to this that",1
this has been an interesting topic uh i was one of the i was responsible,1
mm-hm.,0
alright.,0
"Hold on, let me jump in for a second think",1
"That’s not what I meant, it happened differently",1
uh-huh yes,0
the series uh Yes Minister,0
understood.,0
no shoes socks shirts or anything,1
well the class[ic]- the other classic examples the Jehovah's Witness or or Mormons or someone,1
oh okay,0
totally.,0
Let me interrupt you there and clarify one thing decision,1
totally True,0
mhm.,0
they think it's ridiculous to have any kind of gun control but then of course,1
I don’t think that’s how it works maybe way think,1
hm.,0
totally True,0
I think what you're saying is not entirely correct because,1
sure Sounds good,0
ah.,0
and i develop a nice tan but uh my gosh it never had to worry,1
well i um i i had good luck with mine until it finally just blew,1
oh no [laughter],0
yeah right,0
huh I got you,0
yeah.,0
and people would leave me alone,1
yes yeah,0
oh i see,0
"Actually, I have a different opinion on that because how",1
God [laughter],0
yeah exactly right it really is because they're gonna get them_1 one way or another,1
uh Totally,0
sounds good.,0
yeah uh but uh,0
mm-hm.,0
hm.,0
huh Cool,0
oh no not really um,0
wow I agree,0
I don’t think that’s how it works the about resolve,1
because_1 i wouldn't want to have to figure this seven point something percent i guess,1
definitely Exactly,0
"Just a second, can I add something quickly another we",1
hmm Great,0
indeed Absolutely,0
and after i signed in and everything why the uh clerk told me uh don't,1
I think what you're saying is not entirely correct because,1
got it.,0
"I think it's important to note, it happened differently",1
I got you.,0
"Sorry to cut you off, we should consider another option",1
exactly.,0
okay.,0
uh Uh yeah,0
well i was i was thinking [laughter-about] that too i mean uh we don't have,1
understood.,0
I think what you're saying is not entirely correct because,1
you live in Virginia now oh that's interesting,1
and they should give every teacher a a hundred percent raise [laughter] tha[t]- [vocalized-noise] that's,1
oh gosh,0
totally No doubt,0
yeah but i can remem[ber]- remember back growing up my mother i mean it was,1
a new solution we have been finding a lot of toxic places to dump and,1
yeah yeah exactly,0
i i think i agree with that i think in a good example on the,1
okay thank you uh,0
oh oh oh oh okay,0
you don't think it would be economically feasible for your family and ours see both,1
mhm.,0
well considering the national budget i think George Bush wanted one point four trillion dollars,1
uh it not too far [laughter],0
but it's kind of understood that we're supposed to dress a little bit nice a,1
yeah.,0
um i- i- i think it would be it was more of a relief for,1
"Wait, I just thought of something related to this maybe",1
true Interesting,0
[laughter] well that's true [laughter] that's true [laughter],0
"Wait a second, we need to pause and think",1
I think what you're saying is not entirely correct because,1
uh that's true,0
uh Right,0
uh Oh my god,0
Let me interrupt you there and clarify one thing the,1
mhm.,0
sure Yeah,0
sure Okay,0
it's an interesting job but um,0
mm-hm.,0
i've camped in a in [laughter-a] [laughter-in] a back of a v[an]- van then we,1
uh everybody has to contribute and it's been a lot of big bucks when we've,1
oh well,0
hmm True,0
totally.,0
Let me interrupt you there and clarify one thing should,1
hmm No doubt,0
i guess,0
yeah mine too,0
exactly.,0
"Wait, I just thought of something related to this that",1
yeah it's i[t's]- y[ou]- it's y[ou]- you always when you when there's kids you've always,1
totally I agree,0
oh.,0
it's just you know judging from what everyone else wears is how i determine,1
i[t]- it wasn't serving the purpose that it was designed to serve,1
ah.,0
but um,0
huh For sure,0
definitely Oh wow,0
that's right,0
totally Sure,0
yeah i mea[n]- you know what was it back in the uh late seventies when,1
mhm.,0
sure.,0
ah.,0
but uh,0
okay.,0
"Actually, I have a different opinion on that way about",1
okay.,0
"I think it's important to note, we need to pause and think",1
terrain,1
[noise] yeah,0
yeah i foun[d]-,0
mhm.,0
uh-huh i've been there,0
uh-huh.,0
"Just a second, can I add something quickly because from",1
Good point,0
indeed Alright then,0
closer to but still have a little bit of um finalization to do right it's,1
that was the big one i'm talking about i work weird hours,1
uh Absolutely,0
true Of course,0
I see.,0
totally Yeah,0
That's right,0
[laughter] yes right [laughter] that's kind of [laughter-funny],0
wow Oh my god,0
definitely Uh yeah,0
I see.,0
lucky you [laughter],0
she had a fall and uh finally uh she had uh Parkinson's Disease and it,1
okay.,0
that would be an example where my sense of threat would be high because i,1
and so when you start taking talking taking more out of your paycheck to go,1
got it.,0
huh For sure,0
bubbling nicely you know the which uh is what purifies water when it bubbles,1
oh yeah it's dangerous,0
oh that's good,1
exactly.,0
[laughter] s[o]-,0
inside yeah um-hum,0
as a recurring character every week,1
and which isn't al[way]- always the case in all cultures and it wasn't until i,1
"Actually, there's more to it",1
i it it worries me to turn on the turn on the taps now because_1,1
sounds good.,0
that nursing home life would not have been you know anything of her choosing of,1
uh-huh well that's really interesting,0
yeah even in Washington you know there seems to be lot more women involved,1
wow That's right,0
wow I agree,0
I don’t think that’s how it works another we maybe,1
i can imagine [laughter],0
"Hold on, let me jump in for a second decision",1
okay well ta[lk]- talk to you later then bye,1
"In my opinion, that's only partially true",1
okay.,0
I got you.,0
no huh-uh,0
oh [laughter],0
go on.,0
uh probably seven or eight a week calls of the nature where one wishes that,1
oh.,0
and uh,0
"Wait a second, it happened differently",1
well okay,0
ah.,0
"Sorry but I have a point, that’s not how I see it",1
[noise] and um,0
May I interrupt for a moment to respond to that,1
"In my opinion, we need to pause and think",1
I see.,0
[vocalized-noise] when my fa[mily]- when my family camps we're the the only time you're at,1
we stayed in Galveston Island State Park once but if a storm blew in and,1
indeed Exactly,0
huh Of course,0
well the first thing for me is i wonder i see a couple of different,1
hmm Alright,0
definitely Interesting,0
"Let’s not forget, I heard something else",1
sure You bet,0
true Sure,0
yeah it is,0
house that we bought so i'm not doesn't seem like it um i mean i,1
hm.,0
huh Cool,0
wow For sure,0
oh gosh it makes it a little,1
sure Absolutely,0
exactly.,0
"Sorry but I have a point, this doesn't sound right",1
uh right right,0
well i know from some of the sites that we've had done quite a list,1
i think that i think he really his heart was in it but i d[on't]-,1
and um,0
yeah i got a call yesterday too this is a different subject though,1
understood.,0
uh-huh yeah,0
[laughter-yeah] yeah just because they're grandparents jus[t]- yeah just because they're grandparents that doesn't automatically,1
yeah well uh,0
"Sorry, but I have to disagree with that point maybe",1
well that's understandable yeah that's uh,0
Let me interrupt you there and clarify one thing resolve,1
indeed For sure,0
uh yeah,0
wow Sure,0
What if we consider it from another angle think resolve,1
indeed Got it,0
uh-huh.,0
"Sorry to cut you off, there's more to it",1
wow No doubt,0
definitely Right,0
May I interrupt for a moment to respond to that,1
yes.,0
oh yeah,0
understood.,0
and the the lady is very pleased you know she says it's got everything she,1
ah.,0
uh-huh.,0
all right,0
"Wait a second, this part is confusing",1
yeah so that's and that's what ours is our h[ouse]- the house we had before,1
exactly or the way you look or the way you you know your age or,1
and there are about three places in Georgia that does,1
sure I got you,0
uh I see,0
understood.,0
uh-huh.,0
uh but it's uh it's something else yeah tha[t]- they're in the same issue we,1
got it.,0
"I have to interrupt, that's only partially true",1
oh.,0
oh yeah,0
think they're hitting you too hard,1
uh Cool,0
yeah.,0
I don’t think that’s how it works to way to,1
uh Alright,0
[laughter] [laughter-yeah] yeah that's true yeah no i don't uh i don't have i didn't,1
that's really true a lot of it is um,0
yeah well it's it's like so many o[ther]- it's like chicken you know they go,1
from what i've heard that everything would be in in you know a confined kind,1
if privacy is something that disturbs your private state i mean an invasion of privacy,1
invasion of the first type of privacy seems invaded to me in very much everyday,1
totally Of course,0
true I hear you,0
"Wait, I just thought of something related to this and",1
huh Right,0
yes yes,0
I got you.,0
yes.,0
"Just a second, can I add something quickly that from",1
and uh,0
"Sorry, but I have to disagree with that point because",1
What if we consider it from another angle that another,1
"Wait, I just thought of something related to this maybe",1
yeah i have a uh,0
"Actually, I have a different opinion on that another the",1
oh so that's that's how you knew well since like i say we're first time,1
i mean you look at the cars driving down the road and you look at,1
totally Got it,0
uh-huh well see i live in Virginia,0
"I disagree because, you might be mistaken here",1
wow You bet,0
and it was really not not very good uh,1
"I want to add, this doesn't sound right",1
well i don't know wh[at]- how do we end this thing i think it just,1
he's a the movie critic um oh you've oh okay he's a movie critic -[o]n,1
y[ou]- you have to go see that one and how about_1 Silence of the Lambs,1
true Fair enough,0
Got it,0
uh Uh-huh,0
oh i guess the work force would be the main wouldn't it it uh,1
yeah glad to see y'all taken care of well the i think what changed everything,1
true Alright then,0
i'm not sure,1
yeah i guess so,0
wow You're right,0
a poodle miniature or uh full size,0
alright.,0
"I have to interrupt, this doesn't sound right",1
I think what you're saying is not entirely correct because,1
true Got it,0
sure I hear you,0
yes now you know if if every[body]- like in August when everybody's on vacation or,1
okay.,0
Let me interrupt you there and clarify one thing should,1
oh i wouldn't doubt it yeah,0
"Just a second, can I add something quickly how the",1
uh Cool,0
indeed Fair enough,0
What if we consider it from another angle another resolve,1
oh boy,0
um-hum um-hum um-hum,0
yes i did i was just about to write a letter when i heard they,1
and i thought yeah that that kind of touched a nerve right there but we,1
You're right,0
oh.,0
uh first thing we always look at and we probably put more money into the,1
yeah yeah,0
and uh,0
that would be great,1
"true, So",0
i thought the story was pretty good too i th[ink]- i think Kevin Costner did,1
indeed I agree,0
how come [vocalized-noise] i've been kind of um,0
What if we consider it from another angle before making,1
no kidding no kidding gosh that's what the the the bugs i don't like the,1
or for that matter you could stop at any stream that looked reasonably clear and,1
"Wait a second, this needs clarification",1
"Just a second, can I add something quickly before to",1
oh [laughter-okay],0
uh-huh.,0
hmm You're right,0
[vocalized-noise] i'm from California [vocalized-noise] my mo[m]- the last time i was like purchased a,1
"Let me jump in, we’ve already discussed that",1
okay uh,0
but i have uh,0
okay and and,1
Let me interrupt you there and clarify one thing before,1
offering a service or,1
"Wait a second, we should consider another option",1
"Let’s not forget, this needs clarification",1
that's uh only way to do it,0
yeah yeah i i hear you [laughter],0
Let me interrupt you there and clarify one thing and,1
"Can I just say, this part is confusing",1
"Oh, Interesting",0
"Wait, I just thought of something related to this we",1
well i'm not really aware of those i do know that that our house uh,1
yeah a[nd]- and i mean all it was was a revenue generator,1
wow Oh wow,0
sure yeah yeah i,0
um-hum um-hum,0
cause yeah,0
yes.,0
i know but i remember you you talked about something you started off and you,1
we've lived in the Richardson area for that you know for the full time uh,1
oh well,0
and i think that's what makes one feel invaded is the fact that there seems,1
"Hold on, let me jump in for a second it",1
oh.,0
we we can't clean it up,1
bye-bye,1
huh No doubt,0
it's suspenseful i don't think it's very t[error]- i mean there's not really any uh,1
you know Texas is known for it's poor schools and that's too bad because_1 we,1
sure.,0
definitely Uh yeah,0
"Hold on, this part is confusing",1
and in inside that U but on one of the corners uh is where that,1
but uh i wouldn't be surprised if that happens within the next few years uh,1
oh.,0
and they s[ay]- s[ay]- -[y]eah it's getting better it's getting better and then you turn,1
yeah yeah,0
yeah i was,0
sounds good.,0
Let me interrupt you there and clarify one thing way,1
I don’t think that’s how it works about to how,1
sure That's right,0
What if we consider it from another angle about maybe,1
"Just a second, can I add something quickly decision because",1
Okay,0
exactly.,0
oh yeah,0
it's near Austin,1
uh Great,0
oh i see,0
"Actually, this doesn't sound right",1
i don't know this uh,1
I agree.,0
sure.,0
yeah i think so yeah yeah [laughter],0
"Sorry to cut you off, that’s not how I see it",1
go on.,0
yes [laughter],0
yeah [laughter],0
uh True,0
sure So true,0
"Just a second, can I add something quickly way because",1
but if they're going to offer these services or these recorded message everything they ought,1
and we're in our second home now we've been in it for uh about thirteen,1
now i agree with their right to um,1
yeah because_1 we have you know,0
wow Alright then,0
hm.,0
right uh-huh,0
oh ye[ah]- yeah,0
yeah no kidding,0
uh-huh.,0
yeah so,0
uh Makes sense,0
exactly.,0
yeah th[at]- that's nice,0
yeah [laughter],0
yep that happens a lot too,0
oh is oh that's great,1
"Actually, I have a different opinion on that and about",1
um-hum oh yeah i have to plan way in advance because or what i've done,1
definitely Totally,0
"Just a second, can I add something quickly it decision",1
oh.,0
like in Garland they get to choose the schools that they're gonna go to but,1
that's a hard issue to decide uh on the one hand you don't want to,1
which is more intrusive because i have to f[eel]- really tell someone to go away,1
I don’t think that’s how it works it from from,1
wow I see,0
change of location and it was very disturbing for her because she had been so,1
and uh we were i was fortunate in that,1
"Just a second, can I add something quickly before should",1
What if we consider it from another angle that from,1
alright.,0
hm.,0
"Actually, I have a different opinion on that we another",1
right right accessories uh-huh,0
I don’t think that’s how it works from that the,1
oh yeah,0
oh.,0
"Sorry but I have a point, this part is confusing",1
because_1 my our family lives in Missouri and uh when we take trips home we,1
Let me interrupt you there and clarify one thing this,1
oh okay,0
that's helped me a lot with having i can only have a a limited wardrobe,1
ah.,0
oh.,0
it's uh we have thirty two hundred square feet,0
oh yes,0
sure For sure,0
way uh way financing is now if we had a state income tax i'd uh,1
"I disagree because, we should consider another option",1
"Let’s not forget, there's more to it",1
i'm doing fine i'm just uh,0
I see.,0
gotten and uh,0
indeed So true,0
yeah yeah no i- i agree with you there though i mean they want to,1
What if we consider it from another angle resolve think,1
sure I got you,0
"Before you go on, that's only partially true",1
and i guess that turns out to be the basic problem with any invasion of,1
pardon me,1
yeah definitely,0
yeah yeah,0
"Wait, I just thought of something related to this about",1
yeah so,0
"sure, For",0
oh really,1
totally So true,0
a little more stricter than we do,1
or you hear somebody already starting r[eading]- reading off a list of stuff that they've,1
"Actually, I have a different opinion on that the from",1
"Can I just say, there's more to it",1
Sure,0
yeah well [noise],0
ha[ve]- have you been up to that,1
oh that's wonderful,1
has been uh broadcasting,0
exactly.,0
so i I suppose that the housing market is uh you know it is on,1
that's true or the ones that are are generated by a computer it's just a,1
indeed Oh my god,0
"Just a second, can I add something quickly resolve the",1
[noise] um-hum,0
indeed You bet,0
um [noise] the other one Silence of the Lambs is kind of a a gory,1
and so what we go through is uh if you see it smoking there's a,1
hm well what else,1
"That’s not what I meant, we should consider another option",1
oh i see,0
oh how funny,0
uh decided that uh during the campaign she said we weren't gonna have a state,1
y[ou]- you pr[obably]- you probably did less harm than what the water would have done,1
"Before you go on, it happened differently",1
totally Uh yeah,0
things are quite different there in terms of that there's less of a sense of,1
[vocalized-noise] Raleigh Durham yeah,0
oh we di[d]- my family when i was younger we went that was just you,1
ah.,0
I see.,0
wow I hear you,0
"Wait, I just thought of something related to this it",1
I don’t think that’s how it works before making to,1
uh-huh.,0
Let me interrupt you there and clarify one thing we,1
yeah huh,0
uh-huh yeah,0
I think what you're saying is not entirely correct because,1
uh Totally,0
Let me interrupt you there and clarify one thing resolve,1
uh-huh [noise],0
and uh she's the best uh,0
ah.,0
true Oh my god,0
pretty cl[ose]-,1
but not so not in a hazardous waste location because it's basically a concrete slab,1
"Hold on, let me jump in for a second before",1
yes.,0
understood.,0
oh gosh yes uh [noise] oh Yellowstone about four years ago four or five years,1
"Sorry, but I have to disagree with that point we",1
okay uh first um i need to know uh h[ow]- how do you feel about,1
i guess part of that is um,0
oh yeah,0
What if we consider it from another angle a to,1
"I want to add, you might be mistaken here",1
i've enjoyed speaking with you,0
yeah they want to see all the horror movies,0
getting down together and doing that and and just the children were involved in the,1
Let me interrupt you there and clarify one thing about,1
hmm I hear you,0
totally I know,0
i don't know if you ever saw that 60 Minutes thing where they showed a,1
sure yeah i like the[m]-,0
wow that's uh,0
[noise] this is pretty uns[easonal]- unseasonal but um at least we you know it it,1
[laughter] yeah,0
um-hum oh yeah,0
mhm.,0
yeah sure did,0
have you ever visited it,1
oh you do oh,0
yeah that's true,0
I see.,0
"Actually, I heard something else",1
"Actually, I have a different opinion on that it about",1
right.,0
go on.,0
"Just a second, can I add something quickly and about",1
oh okay,0
oh okay yeah um-hum,0
May I interrupt for a moment to respond to that,1
no it uh it started leaking through the you know out through the pan and,1
but the new idea is to take everything up to Sherman and we're gonna have,1
sure Oh my god,0
got it.,0
mm-hm.,0
"Hold on, it happened differently",1
totally For sure,0
and i uh,0
[noise] i thought we had yeah we just,0
uh there's really a lot isn't [laughter-there] [laughter-i] [laughter-mean] there really is,1
"I think it's important to note, that's only partially true",1
definitely I agree,0
I don’t think that’s how it works it to making,1
I see.,0
understood.,0
mhm.,0
indeed Makes sense,0
huh [noise],0
"Let’s not forget, we need a different approach",1
yeah yeah but i'm like you i also um,0
uh I hear you,0
[noise] yeah really,0
yes.,0
I see.,0
and it they got their water from this uh beautiful mountain river,1
uh-huh.,0
hmm For sure,0
alright.,0
exactly.,0
"Just a second, can I add something quickly think this",1
right right,0
"sense, Makes",0
[noise] right,0
mm-hm.,0
sure Of course,0
deal we were not really happy with the,1
exactly.,0
yeah that's,0
right as a person who had takes unsolicited phones calls and pays money and then,1
yeah yeah,0
"Actually, I have a different opinion on that before should",1
hm.,0
[noise] yeah,0
"Sorry, but I have to disagree with that point from",1
yep that's [laughter-all] good-bye okay bye,0
right which happens all the time when they go to service the things,1
"Wait, I just thought of something related to this it",1
yeah.,0
You're right.,0
definitely Of course,0
that's amazing yeah,0
true Totally,0
oh i do too,1
May I interrupt for a moment to respond to that,1
"I want to add, we’ve already discussed that",1
"Hold on, let me jump in for a second that",1
yeah.,0
"Just a second, can I add something quickly how how",1
"Let’s not forget, that's only partially true",1
so it really doesn't vary that much from season to season since the office is,1
um-hum um-hum,0
what about your casual wear do you like to wear jeans most of the time,1
alright.,0
hello this is Lois,1
yes.,0
yeah where as Puerto Rico is pretty close by,0
we[ll]- isn't isn't Sleeping with the Enemy isn't that a i[s]- is it is it,1
but um [vocalized-noise],0
and wanting to uh you know to try and get me to join or you,1
[noise] and i really hate that i really really do i had somebody come to,1
it's contaminated,1
"Sorry but I have a point, we need a different approach",1
indeed Interesting,0
oh yeah that's great too,0
[laughter] uh the the other side of that might be uh if if s[omeone]- there's,1
sure Of course,0
i see,0
no i've heard i've heard that's really great though,1
that's right,0
definitely Sure,0
hmm Fair enough,0
wow You're right,0
okay [laughter],0
uh-huh.,0
oh my goodness,0
yeah and,0
um-hum well you must have a relatively clean conscience then [laughter],1
yes exactly,0
it is well both of ours is school age but we don't want to miss,1
well the interesting thing was is i had heard that and i- i- i tend,1
i was personally acquainted with the uh people who uh ran the nursing home in,1
Uh-huh,0
"Can I just say, this needs clarification",1
um on occasion on occasion um i do vary um you know i wear suits,1
the spice yeah,0
"Can I just say, we should consider another option",1
uh For sure,0
[laughter] just exactly,0
oh yeah,0
huh Exactly,0
i've recently um t[ried]- tried to update my wardrobe trying to put suits together that,1
sure For sure,0
nursing home that we finally had fortunately she only had to stay a few weeks,1
yeah similar to that yeah,0
teaching [noise] oh yes,0
uh-huh uh-huh,0
I don’t think that’s how it works to because decision,1
May I interrupt for a moment to respond to that,1
yeah yeah,0
huh I know,0
definitely Alright then,0
Let me interrupt you there and clarify one thing think,1
alright.,0
true Exactly,0
mm-hm.,0
i[t]- it was actually powered by a flame,1
Okay yeah,0
mhm.,0
understood.,0
"Actually, I have a different opinion on that about that",1
sounds good.,0
"right, That's",0
okay sounds good was nice talking to you,1
got it.,0
definitely Okay,0
"Sorry, but I have to disagree with that point before",1
totally You bet,0
oh yeah do you think,0
yes.,0
mm-hm.,0
"Actually, I have a different opinion on that the way",1
oh i see,0
nice talking with you too bye [noise],0
typically feeling invaded in my privacy relative to this second,1
no,1
that's right,0
you know uh now that so many more minorities where they have had extended families,1
"I have to interrupt, I heard something else",1
go on.,0
May I interrupt for a moment to respond to that,1
it wasn't necessarily you know like the quantity of care but the quality of care,1
yeah if um,0
but we can do this tax sheltered annuity that's the only thing that's saving us,1
three or four times yeah,0
it's one of those skorts you know the the it's shorts but it looks like,1
right on,0
"Actually, we need a different approach",1
"Hold on, let me jump in for a second before",1
true Oh wow,0
oh yeah,0
and i don't know too much about the air pollution thing i do know for,1
"I want to add, this part is confusing",1
it,1
have you ever tried new vegetables yeah,0
mhm.,0
"Actually, you’re ignoring some facts",1
got it.,0
"Sorry, but I have to disagree with that point to",1
go on.,0
totally Fair enough,0
You bet.,0
